Flight_Number,Departure_Airport,Arrival_Airport,Flight_Date,Flight_Time,Booking_Date,Booking_Channel,Passenger_ID,Age,Travel_Class,Ticket_Price,Fare_Class,Payment_Method,Flight_Month,Date,GDP_Growth_Rate,Inflation_Rate,Unemployment_Rate,Month,Holiday_Name,Holiday_Date,Holiday_Type,Holiday_Indicator,Weather_Condition,Temperature,Wind_Speed,Precipitation,Departure_Delay,Cancellation,Competitor_Price,Booking_Lead_Time,Airline,Flight_Date_Numeric,Booking_Date_Numeric,Flight_Time_Minutes,Holiday_Date_Numeric,Days_Until_Flight,Surge_Factor,Original_Ticket_Price
CA303,JFK,SFO,2023-09-14,21:18:00,2023-08-26,Travel Agency,2449,52,First Class,697.995,Premium,Miles,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-14,Non-Holiday,0,Rain,30.23,12.25,45.38,37,0,1095.43,19,Air Canada,256,333,1278,256,19,1.5,930.66
EA505,ORD,SEA,2023-01-07,07:06:00,2022-12-22,Phone,1666,40,Economy,841.935,Premium,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-07,Non-Holiday,0,Storm,20.89,19.32,20.83,106,0,474.06,16,Emirates,6,86,426,6,16,1.5,1122.58
BA202,JFK,LAS,2023-07-01,19:28:00,2023-06-17,Travel Agency,838,44,Economy,221.83700000000002,Discount,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,Christmas,2023-07-01,Public Holiday,1,Clear,37.56,13.42,49.79,131,0,802.18,14,British Airways,181,263,1168,181,14,2.2,201.67
EA505,DEN,ATL,2023-01-15,23:48:00,2023-01-12,Travel Agency,2968,44,Economy,1937.536,Premium,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-15,Non-Holiday,0,Fog,35.62,8.61,41.81,63,0,306.65,3,Emirates,14,107,1428,14,3,3.2,1210.96
DA404,LAX,SEA,2023-01-18,15:33:00,2022-10-15,Phone,1003,69,First Class,461.205,Regular,Debit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-18,Non-Holiday,0,Clear,38.83,1.33,24.18,153,0,1155.02,95,Delta Airlines,17,18,933,17,95,1.0,922.41
EA505,JFK,ATL,2023-07-15,23:18:00,2023-07-04,Phone,2369,50,Economy,111.914,Discount,Credit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-15,Non-Holiday,0,Snow,11.24,15.33,26.15,73,0,1224.48,11,Emirates,195,280,1398,195,11,2.2,101.74
AA100,LAX,ATL,2023-03-29,08:36:00,2022-12-20,Online,3285,26,First Class,611.585,Regular,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-29,Non-Holiday,0,Fog,29.75,2.11,28.64,32,0,432.95,99,American Airlines,87,84,516,87,99,1.0,1223.17
CA303,JFK,LAS,2023-06-06,13:29:00,2023-02-27,Online,3545,53,Economy,581.375,Discount,Miles,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-06,Non-Holiday,0,Clear,8.84,3.26,44.41,43,1,294.56,99,Air Canada,156,153,809,156,99,1.0,1162.75
DA404,LAX,MIA,2023-07-08,19:54:00,2023-07-02,Phone,569,58,Economy,1243.2279999999998,Discount,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-08,Non-Holiday,0,Fog,10.6,11.21,7.12,15,0,738.99,6,Delta Airlines,188,278,1194,188,6,2.8,888.02
CA303,DFW,LAS,2023-08-26,09:03:00,2023-07-22,Online,4928,27,Business,577.716,Discount,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-26,Non-Holiday,0,Fog,31.11,8.27,35.33,138,0,1304.89,35,Air Canada,237,298,543,237,35,1.2,962.86
EA505,ORD,ATL,2023-12-12,23:09:00,2023-11-11,Online,1549,26,Economy,256.122,Premium,Miles,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-12,Non-Holiday,0,Rain,2.13,7.07,10.77,89,1,333.04,31,Emirates,345,410,1389,345,31,1.2,426.87
EA505,LAX,ATL,2023-01-20,19:08:00,2022-12-01,Online,1563,68,Business,368.412,Discount,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-20,Non-Holiday,0,Clear,-9.96,1.41,12.66,225,0,1197.75,50,Emirates,19,65,1148,19,50,1.2,614.02
EA505,JFK,SFO,2023-04-07,12:53:00,2023-03-03,Online,2040,23,First Class,148.446,Discount,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-07,Non-Holiday,0,Fog,36.53,4.35,37.0,40,0,173.99,35,Emirates,96,157,773,96,35,1.2,247.41
DA404,DEN,SEA,2023-08-24,09:58:00,2023-07-08,Phone,904,58,Economy,719.7299999999999,Premium,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-24,Non-Holiday,0,Fog,10.25,7.46,20.91,131,0,107.51,47,Delta Airlines,235,284,598,235,47,1.2,1199.55
DA404,JFK,MIA,2023-05-13,22:24:00,2023-04-20,Phone,4679,60,Business,698.2574999999999,Discount,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-13,Non-Holiday,0,Storm,10.16,19.23,37.97,168,0,810.85,23,Delta Airlines,132,205,1344,132,23,1.5,931.01
CA303,DEN,SEA,2023-07-08,10:09:00,2023-07-07,Phone,943,57,First Class,2690.761,Regular,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-08,Non-Holiday,0,Snow,32.11,11.13,32.99,65,0,1269.51,1,Air Canada,188,283,609,188,1,3.8,1416.19
BA202,LAX,LAS,2023-05-26,02:26:00,2023-05-05,Online,1619,39,First Class,706.2675,Discount,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-26,Non-Holiday,0,Snow,35.09,18.02,40.84,108,0,216.55,21,British Airways,145,220,146,145,21,1.5,941.69
BA202,LAX,SFO,2023-12-09,13:38:00,2023-11-06,Phone,1481,51,Business,170.47799999999998,Premium,Credit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-09,Non-Holiday,0,Storm,17.85,1.7,33.5,54,0,692.13,33,British Airways,342,405,818,342,33,1.2,284.13
BA202,ORD,ATL,2023-05-01,20:47:00,2023-01-31,Online,2509,24,First Class,227.35,Premium,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,Independence Day,2023-05-01,Cultural Event,1,Storm,-1.95,0.22,25.34,152,0,448.83,90,British Airways,120,126,1247,120,90,1.0,454.7
CA303,DEN,LAS,2023-06-07,10:59:00,2023-05-23,Travel Agency,4580,67,Business,380.745,Discount,Debit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-07,Non-Holiday,0,Storm,27.53,14.9,8.23,209,0,536.84,15,Air Canada,157,238,659,157,15,1.5,507.66
CA303,DEN,SEA,2023-11-20,14:51:00,2023-09-13,Phone,2178,45,Economy,162.805,Premium,Debit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-20,Non-Holiday,0,Rain,9.56,1.52,48.2,5,0,663.09,68,Air Canada,323,351,891,323,68,1.0,325.61
DA404,LAX,SEA,2023-08-12,11:50:00,2023-05-30,Travel Agency,836,53,Business,524.33,Regular,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-12,Non-Holiday,0,Clear,21.35,15.89,47.62,144,0,944.39,74,Delta Airlines,223,245,710,223,74,1.0,1048.66
EA505,JFK,MIA,2023-07-10,01:28:00,2023-04-11,Phone,3784,45,First Class,739.125,Regular,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-10,Non-Holiday,0,Fog,-1.18,14.81,4.92,120,0,1152.02,90,Emirates,190,196,88,190,90,1.0,1478.25
CA303,JFK,ATL,2023-12-28,00:16:00,2023-10-21,Phone,946,45,Economy,208.1,Premium,Miles,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-28,Non-Holiday,0,Fog,13.26,1.17,37.54,59,0,140.47,68,Air Canada,361,389,16,361,68,1.0,416.2
DA404,ORD,MIA,2023-10-07,05:06:00,2023-09-25,Phone,733,59,Economy,666.9630000000001,Premium,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-07,Non-Holiday,0,Rain,38.52,17.2,20.87,152,0,805.8,12,Delta Airlines,279,363,306,279,12,2.2,606.33
CA303,DEN,ATL,2023-09-15,15:00:00,2023-08-06,Phone,3029,39,First Class,401.64599999999996,Premium,Miles,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-15,Non-Holiday,0,Clear,35.01,12.95,20.8,31,0,973.41,40,Air Canada,257,313,900,257,40,1.2,669.41
BA202,DEN,SEA,2023-03-14,10:33:00,2022-12-16,Travel Agency,3729,53,Business,739.91,Premium,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-14,Non-Holiday,0,Snow,10.6,3.82,17.17,157,0,862.82,88,British Airways,72,80,633,72,88,1.0,1479.82
CA303,DEN,SEA,2023-04-22,12:45:00,2023-01-29,Phone,3058,32,Economy,289.785,Discount,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Rain,-0.66,8.03,1.66,197,0,1363.73,83,Air Canada,111,124,765,111,83,1.0,579.57
EA505,DFW,MIA,2023-07-31,14:05:00,2023-05-04,Phone,2343,59,Economy,217.73,Discount,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-31,Non-Holiday,0,Fog,7.37,8.4,24.78,76,0,1121.29,88,Emirates,211,219,845,211,88,1.0,435.46
BA202,ORD,ATL,2023-10-04,19:40:00,2023-09-09,Online,539,56,First Class,467.18999999999994,Discount,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-04,Non-Holiday,0,Snow,33.29,18.44,25.2,133,0,1104.42,25,British Airways,276,347,1180,276,25,1.5,622.92
EA505,LAX,LAS,2023-05-06,02:17:00,2023-03-28,Travel Agency,453,54,First Class,614.334,Regular,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-06,Non-Holiday,0,Clear,32.49,17.76,21.02,194,0,867.14,39,Emirates,125,182,137,125,39,1.2,1023.89
CA303,DFW,SFO,2023-01-04,00:25:00,2023-01-03,Phone,745,53,Business,833.568,Regular,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-04,Non-Holiday,0,Rain,11.52,2.52,5.82,71,0,505.37,1,Air Canada,3,98,25,3,1,3.8,438.72
CA303,DEN,SEA,2023-11-20,14:51:00,2023-09-13,Phone,2178,45,Economy,162.805,Premium,Debit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-20,Non-Holiday,0,Storm,39.39,16.1,0.36,210,0,226.02,68,Air Canada,323,351,891,323,68,1.0,325.61
CA303,ORD,SEA,2023-04-22,21:17:00,2023-02-04,Online,2444,53,First Class,111.88,Regular,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Fog,35.93,13.45,1.13,29,0,669.75,77,Air Canada,111,130,1277,111,77,1.0,223.76
DA404,LAX,SFO,2023-01-19,21:50:00,2022-11-16,Online,493,61,Economy,654.62,Discount,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-19,Non-Holiday,0,Rain,-8.68,10.65,25.84,180,0,454.63,64,Delta Airlines,18,50,1310,18,64,1.0,1309.24
EA505,ORD,LAS,2023-10-17,21:06:00,2023-09-25,Phone,1997,21,First Class,676.8375000000001,Discount,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-17,Non-Holiday,0,Storm,34.43,4.91,17.61,108,0,769.22,22,Emirates,289,363,1266,289,22,1.5,902.45
CA303,LAX,LAS,2023-10-14,19:01:00,2023-09-05,Online,754,46,Business,553.728,Regular,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-14,Non-Holiday,0,Rain,31.57,8.22,47.57,64,1,577.53,39,Air Canada,286,343,1141,286,39,1.2,922.88
EA505,LAX,ATL,2023-04-22,21:12:00,2023-01-20,Online,2670,32,First Class,276.4,Discount,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Clear,4.18,9.07,26.01,24,0,966.35,92,Emirates,111,115,1272,111,92,1.0,552.8
EA505,DFW,MIA,2023-02-07,03:51:00,2023-01-29,Online,4787,28,Economy,708.9060000000001,Discount,Miles,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-07,Non-Holiday,0,Storm,10.93,4.53,14.31,50,0,712.05,9,Emirates,37,124,231,37,9,2.2,644.46
AA100,DFW,ATL,2023-08-27,08:40:00,2023-08-07,Travel Agency,25,63,Business,795.1500000000001,Premium,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-27,Non-Holiday,0,Fog,4.45,11.67,9.6,12,0,247.78,20,American Airlines,238,314,520,238,20,1.5,1060.2
BA202,DEN,LAS,2023-12-24,22:35:00,2023-10-03,Travel Agency,4394,19,Economy,255.805,Regular,Credit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-24,Non-Holiday,0,Fog,11.33,16.1,22.44,153,0,1172.72,82,British Airways,357,371,1355,357,82,1.0,511.61
EA505,ORD,SEA,2023-08-16,19:21:00,2023-08-05,Phone,769,29,Economy,1295.338,Premium,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-16,Non-Holiday,0,Snow,35.47,7.02,1.28,127,0,736.85,11,Emirates,227,312,1161,227,11,2.2,1177.58
CA303,JFK,LAS,2023-01-18,11:40:00,2022-12-13,Travel Agency,4536,66,Economy,879.438,Regular,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-18,Non-Holiday,0,Fog,33.83,6.05,11.47,152,0,1108.52,36,Air Canada,17,77,700,17,36,1.2,1465.73
BA202,DFW,MIA,2023-06-15,13:11:00,2023-05-16,Travel Agency,2531,40,Business,377.72249999999997,Premium,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-15,Non-Holiday,0,Snow,28.78,16.56,4.34,0,0,1320.34,30,British Airways,165,231,791,165,30,1.5,503.63
DA404,DEN,SEA,2023-07-01,04:56:00,2023-06-16,Online,693,35,Economy,134.115,Discount,Credit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,Christmas,2023-07-01,Public Holiday,1,Fog,4.53,14.97,31.72,116,0,1014.55,15,Delta Airlines,181,262,296,181,15,1.5,178.82
AA100,JFK,MIA,2023-04-07,18:26:00,2023-01-14,Phone,2893,28,First Class,197.48,Discount,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-07,Non-Holiday,0,Snow,12.29,6.29,35.2,204,0,1370.89,83,American Airlines,96,109,1106,96,83,1.0,394.96
BA202,LAX,SFO,2023-11-27,09:34:00,2023-11-11,Travel Agency,3616,23,Business,167.60999999999999,Discount,Credit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-27,Non-Holiday,0,Clear,29.82,18.81,49.59,138,0,829.12,16,British Airways,330,410,574,330,16,1.5,223.48
BA202,LAX,MIA,2023-04-28,23:30:00,2023-01-24,Online,4435,61,First Class,65.295,Discount,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-28,Non-Holiday,0,Snow,13.72,2.38,35.26,151,0,372.28,94,British Airways,117,119,1410,117,94,1.0,130.59
BA202,JFK,SFO,2023-08-14,18:31:00,2023-07-26,Online,4491,66,Economy,894.6075,Regular,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-14,Non-Holiday,0,Snow,29.38,16.03,17.58,37,0,981.16,19,British Airways,225,302,1111,225,19,1.5,1192.81
BA202,ORD,SFO,2023-05-13,00:59:00,2023-04-21,Phone,3854,69,First Class,553.2524999999999,Discount,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-13,Non-Holiday,0,Storm,24.03,0.17,47.24,192,0,424.83,22,British Airways,132,206,59,132,22,1.5,737.67
CA303,ORD,ATL,2023-01-25,17:17:00,2022-12-07,Travel Agency,2737,22,Economy,703.302,Premium,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-25,Non-Holiday,0,Snow,30.41,0.36,34.44,149,0,1023.87,49,Air Canada,24,71,1037,24,49,1.2,1172.17
AA100,JFK,SEA,2023-07-26,16:41:00,2023-07-14,Phone,237,30,Business,260.766,Premium,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-26,Non-Holiday,0,Rain,17.99,15.35,23.49,236,0,408.71,12,American Airlines,206,290,1001,206,12,2.2,237.06
EA505,JFK,SEA,2023-01-24,20:13:00,2022-10-31,Online,127,49,Business,462.94,Regular,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-24,Non-Holiday,0,Clear,24.3,18.33,6.4,64,0,950.88,85,Emirates,23,34,1213,23,85,1.0,925.88
BA202,LAX,ATL,2023-07-21,03:32:00,2023-06-08,Online,2260,43,First Class,368.13599999999997,Discount,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-21,Non-Holiday,0,Storm,-4.84,5.48,0.29,137,0,597.37,43,British Airways,201,254,212,201,43,1.2,613.56
AA100,DEN,LAS,2023-11-23,23:05:00,2023-10-04,Phone,3237,55,Business,406.902,Premium,Credit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-23,Non-Holiday,0,Snow,-0.41,8.17,9.55,73,0,709.07,50,American Airlines,326,372,1385,326,50,1.2,678.17
DA404,ORD,MIA,2023-08-27,10:16:00,2023-06-28,Online,3692,55,Economy,156.555,Regular,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-27,Non-Holiday,0,Rain,13.62,8.25,18.94,107,0,512.96,60,Delta Airlines,238,274,616,238,60,1.0,313.11
BA202,DFW,SEA,2023-08-22,15:21:00,2023-07-21,Online,3395,30,Economy,111.036,Regular,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-22,Non-Holiday,0,Rain,7.29,5.53,5.01,13,0,1098.53,32,British Airways,233,297,921,233,32,1.2,185.06
DA404,DFW,LAS,2023-08-20,03:00:00,2023-08-05,Online,367,32,Economy,945.4725000000001,Premium,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-20,Non-Holiday,0,Fog,28.89,18.86,0.75,127,0,408.32,15,Delta Airlines,231,312,180,231,15,1.5,1260.63
AA100,LAX,SFO,2023-04-18,10:08:00,2023-03-27,Online,1367,69,Business,354.65250000000003,Regular,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-18,Non-Holiday,0,Storm,-4.97,14.7,21.37,130,0,498.24,22,American Airlines,107,181,608,107,22,1.5,472.87
EA505,ORD,SFO,2023-01-10,04:17:00,2022-12-17,Phone,2209,33,First Class,659.9325,Regular,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-10,Non-Holiday,0,Clear,22.52,19.61,42.41,137,0,381.86,24,Emirates,9,81,257,9,24,1.5,879.91
EA505,DFW,ATL,2023-03-12,10:48:00,2023-02-01,Online,2910,68,Business,702.168,Premium,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-12,Non-Holiday,0,Snow,3.72,16.41,3.25,76,0,372.64,39,Emirates,70,127,648,70,39,1.2,1170.28
EA505,ORD,MIA,2023-02-11,05:06:00,2022-11-09,Travel Agency,1869,43,First Class,149.545,Discount,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-11,Non-Holiday,0,Snow,10.71,10.93,4.07,87,0,361.46,94,Emirates,41,43,306,41,94,1.0,299.09
EA505,ORD,MIA,2023-06-05,04:48:00,2023-05-02,Phone,2723,39,Economy,481.02,Premium,Debit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-05,Non-Holiday,0,Fog,21.0,11.42,12.63,89,0,536.9,34,Emirates,155,217,288,155,34,1.2,801.7
EA505,JFK,LAS,2023-11-04,02:46:00,2023-10-11,Phone,3137,24,Economy,586.005,Regular,Debit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-04,Non-Holiday,0,Fog,9.97,14.67,20.96,137,0,1073.92,24,Emirates,307,379,166,307,24,1.5,781.34
CA303,JFK,MIA,2023-05-18,23:16:00,2023-03-02,Phone,3789,64,Economy,455.435,Premium,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-18,Non-Holiday,0,Clear,26.56,11.6,41.48,144,0,1281.89,77,Air Canada,137,156,1396,137,77,1.0,910.87
AA100,ORD,MIA,2023-11-02,09:44:00,2023-08-06,Online,1842,48,Business,667.88,Premium,Credit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-02,Non-Holiday,0,Rain,12.61,13.69,8.21,30,0,606.78,88,American Airlines,305,313,584,305,88,1.0,1335.76
EA505,LAX,MIA,2023-12-09,15:17:00,2023-09-21,Phone,479,66,Business,491.44,Regular,Debit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-09,Non-Holiday,0,Rain,28.19,4.6,38.3,153,0,1133.32,79,Emirates,342,359,917,342,79,1.0,982.88
AA100,LAX,MIA,2023-05-21,08:51:00,2023-04-15,Online,4800,56,Economy,686.67,Regular,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-21,Non-Holiday,0,Rain,32.87,7.96,0.51,134,0,884.75,36,American Airlines,140,200,531,140,36,1.2,1144.45
AA100,ORD,ATL,2023-11-14,22:47:00,2023-10-11,Phone,1273,28,First Class,328.36199999999997,Premium,Debit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-14,Non-Holiday,0,Clear,30.81,16.58,27.41,183,0,231.26,34,American Airlines,317,379,1367,317,34,1.2,547.27
CA303,LAX,ATL,2023-04-08,13:59:00,2023-01-24,Phone,2538,48,Economy,483.42,Regular,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-08,Non-Holiday,0,Rain,36.19,10.8,26.57,234,0,189.45,74,Air Canada,97,119,839,97,74,1.0,966.84
EA505,DFW,SFO,2023-07-28,14:16:00,2023-05-04,Online,640,53,Business,474.235,Regular,Credit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-28,Non-Holiday,0,Snow,20.17,18.0,40.03,171,0,600.41,85,Emirates,208,219,856,208,85,1.0,948.47
AA100,LAX,LAS,2023-05-18,07:05:00,2023-03-11,Travel Agency,1308,39,First Class,550.585,Premium,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-18,Non-Holiday,0,Clear,38.09,17.57,31.09,148,0,1380.36,68,American Airlines,137,165,425,137,68,1.0,1101.17
AA100,LAX,SFO,2023-05-23,04:13:00,2023-03-08,Phone,4181,29,First Class,52.45,Regular,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-23,Non-Holiday,0,Clear,5.76,14.46,43.57,120,0,1346.93,76,American Airlines,142,162,253,142,76,1.0,104.9
EA505,DFW,LAS,2023-03-28,19:10:00,2023-02-25,Phone,2552,28,Business,288.156,Premium,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-28,Non-Holiday,0,Snow,29.16,18.67,16.4,90,1,765.5,31,Emirates,86,151,1150,86,31,1.2,480.26
DA404,JFK,LAS,2023-10-28,03:35:00,2023-09-21,Online,3472,69,Business,426.246,Premium,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-28,Non-Holiday,0,Clear,-9.27,16.43,6.14,49,0,821.28,37,Delta Airlines,300,359,215,300,37,1.2,710.41
DA404,JFK,ATL,2023-08-01,23:05:00,2023-05-23,Online,3485,57,Business,608.625,Discount,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,Labor Day,2023-08-01,Cultural Event,1,Snow,31.01,17.13,19.76,6,0,1033.56,70,Delta Airlines,212,238,1385,212,70,1.0,1217.25
AA100,DEN,ATL,2023-04-07,16:57:00,2023-02-15,Travel Agency,3164,59,Business,115.34,Regular,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-07,Non-Holiday,0,Fog,7.85,12.46,8.05,157,0,1206.01,51,American Airlines,96,141,1017,96,51,1.0,230.68
DA404,DEN,ATL,2023-03-08,16:02:00,2022-11-29,Travel Agency,209,59,First Class,615.565,Premium,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-08,Non-Holiday,0,Storm,13.93,0.69,23.45,150,0,1052.41,99,Delta Airlines,66,63,962,66,99,1.0,1231.13
CA303,JFK,SFO,2023-02-18,07:41:00,2023-02-06,Online,606,36,First Class,691.4159999999999,Premium,Miles,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-18,Non-Holiday,0,Snow,-4.69,17.41,49.02,111,0,1010.02,12,Air Canada,48,132,461,48,12,2.2,628.56
DA404,LAX,ATL,2023-01-10,08:30:00,2022-11-07,Travel Agency,2319,43,Economy,716.985,Discount,Debit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-10,Non-Holiday,0,Snow,34.67,4.91,16.49,68,0,227.98,64,Delta Airlines,9,41,510,9,64,1.0,1433.97
AA100,LAX,ATL,2023-04-22,16:21:00,2023-03-12,Phone,726,34,Economy,555.714,Discount,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Rain,6.95,11.11,14.59,172,0,1378.15,41,American Airlines,111,166,981,111,41,1.2,926.19
AA100,JFK,SEA,2023-03-09,14:07:00,2022-12-11,Travel Agency,1768,23,Economy,186.365,Discount,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-09,Non-Holiday,0,Fog,20.44,11.33,37.39,226,0,129.99,88,American Airlines,67,75,847,67,88,1.0,372.73
CA303,ORD,ATL,2023-05-16,15:31:00,2023-03-02,Phone,1000,23,First Class,533.425,Regular,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-16,Non-Holiday,0,Clear,21.23,14.51,37.19,98,0,730.58,75,Air Canada,135,156,931,135,75,1.0,1066.85
BA202,DEN,SFO,2023-02-10,06:06:00,2022-11-18,Online,3609,48,First Class,701.955,Regular,Miles,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-10,Non-Holiday,0,Fog,14.43,2.4,38.44,212,0,921.49,84,British Airways,40,52,366,40,84,1.0,1403.91
