Flight_Number,Departure_Airport,Arrival_Airport,Flight_Date,Flight_Time,Booking_Date,Booking_Channel,Passenger_ID,Age,Travel_Class,Ticket_Price,Fare_Class,Payment_Method,Flight_Month,Date,GDP_Growth_Rate,Inflation_Rate,Unemployment_Rate,Month,Holiday_Name,Holiday_Date,Holiday_Type,Holiday_Indicator,Weather_Condition,Temperature,Wind_Speed,Precipitation,Departure_Delay,Cancellation,Competitor_Price,Booking_Lead_Time,Airline,Flight_Date_Numeric,Booking_Date_Numeric,Flight_Time_Minutes,Holiday_Date_Numeric
BA202,DEN,MIA,2023-04-10,20:03:00,2023-01-19,Phone,1602,44,Economy,919.4,Discount,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-10,Non-Holiday,0,Rain,16.85,11.61,11.15,220,0,1016.04,81,British Airways,99,114,1203,99
DA404,DFW,LAS,2023-12-31,00:08:00,2023-10-15,Travel Agency,4078,41,First Class,1373.11,Regular,Debit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,New Year's Eve,2023-12-31,Public Holiday,1,Storm,18.58,11.36,32.14,78,1,527.56,77,Delta Airlines,364,383,8,364
BA202,DEN,SFO,2023-04-22,00:47:00,2023-02-14,Online,4221,26,Business,942.4,Regular,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Storm,20.8,0.31,34.73,81,0,1363.73,67,British Airways,111,140,47,111
EA505,LAX,ATL,2023-08-30,11:34:00,2023-06-04,Travel Agency,1440,24,Economy,124.12,Discount,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-30,Non-Holiday,0,Clear,22.19,16.18,47.6,25,0,800.28,87,Emirates,241,250,694,241
AA100,JFK,LAS,2023-04-30,10:48:00,2023-04-14,Phone,3405,25,Business,787.08,Discount,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-30,Non-Holiday,0,Fog,1.36,11.42,42.37,153,0,125.0,16,American Airlines,119,199,648,119
BA202,LAX,SEA,2023-04-22,15:08:00,2023-01-15,Travel Agency,1663,53,First Class,1001.82,Premium,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Clear,4.18,9.07,26.01,106,0,917.52,97,British Airways,111,110,908,111
EA505,DFW,MIA,2023-10-24,13:03:00,2023-07-30,Travel Agency,4522,44,Business,540.95,Discount,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-24,Non-Holiday,0,Fog,39.35,18.61,49.76,181,1,905.48,86,Emirates,296,306,783,296
AA100,ORD,ATL,2023-05-08,11:29:00,2023-03-10,Phone,1507,66,First Class,265.02,Discount,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-08,Non-Holiday,0,Clear,11.44,2.07,8.8,112,0,1262.93,59,American Airlines,127,164,689,127
BA202,LAX,SEA,2023-04-22,23:55:00,2023-04-07,Travel Agency,3497,58,Business,445.62,Regular,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Clear,4.18,9.07,26.01,121,0,364.35,15,British Airways,111,192,1435,111
BA202,DFW,ATL,2023-10-31,10:27:00,2023-10-08,Online,3363,61,Business,1441.02,Regular,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-31,Non-Holiday,0,Storm,12.29,0.15,47.22,31,0,1252.13,23,British Airways,303,376,627,303
CA303,JFK,MIA,2023-02-27,22:42:00,2022-12-02,Online,3096,18,First Class,1473.92,Regular,Miles,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-27,Non-Holiday,0,Fog,21.42,8.81,23.21,234,0,1253.53,87,Air Canada,57,66,1362,57
CA303,LAX,LAS,2023-07-18,18:22:00,2023-06-15,Travel Agency,3975,56,Economy,149.26,Discount,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-18,Non-Holiday,0,Clear,32.1,18.63,33.98,233,0,954.03,33,Air Canada,198,261,1102,198
CA303,ORD,LAS,2023-08-02,06:09:00,2023-06-17,Phone,4199,57,Economy,412.07,Premium,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-02,Non-Holiday,0,Clear,1.04,12.11,1.83,214,0,386.47,46,Air Canada,213,263,369,213
BA202,LAX,SFO,2023-05-06,11:03:00,2023-03-02,Online,3158,33,First Class,285.99,Regular,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-06,Non-Holiday,0,Fog,-8.24,4.83,2.81,161,0,1123.47,65,British Airways,125,156,663,125
EA505,ORD,ATL,2023-05-26,13:06:00,2023-03-10,Phone,3113,68,Economy,994.84,Premium,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-26,Non-Holiday,0,Snow,38.87,2.2,41.35,67,0,216.55,77,Emirates,145,164,786,145
EA505,ORD,SFO,2023-06-05,15:00:00,2023-05-27,Phone,2450,64,Economy,451.85,Premium,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-05,Non-Holiday,0,Rain,0.6,14.66,44.9,18,0,532.77,9,Emirates,155,242,900,155
AA100,ORD,SEA,2023-10-30,14:24:00,2023-09-14,Travel Agency,1837,38,Economy,905.74,Discount,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-30,Non-Holiday,0,Fog,31.34,13.47,35.71,94,0,939.94,46,American Airlines,302,352,864,302
BA202,DFW,LAS,2023-05-18,03:16:00,2023-04-11,Phone,2631,56,Business,560.01,Discount,Debit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-18,Non-Holiday,0,Storm,30.95,4.4,35.0,57,0,500.59,37,British Airways,137,196,196,137
BA202,ORD,SEA,2023-01-15,12:52:00,2022-12-25,Travel Agency,532,29,Economy,410.81,Regular,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-15,Non-Holiday,0,Snow,23.5,0.71,3.55,24,0,1044.9,21,British Airways,14,89,772,14
DA404,LAX,SFO,2023-03-02,15:25:00,2023-02-21,Phone,4439,54,Business,534.04,Discount,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-02,Non-Holiday,0,Snow,31.81,9.03,36.58,215,0,1286.54,9,Delta Airlines,60,147,925,60
BA202,DEN,SFO,2023-11-02,13:17:00,2023-10-29,Phone,2575,58,Economy,1121.78,Regular,Credit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-02,Non-Holiday,0,Snow,26.92,15.05,16.0,27,0,561.75,4,British Airways,305,397,797,305
BA202,ORD,SFO,2023-12-09,17:27:00,2023-11-06,Online,467,40,Business,1271.74,Regular,Miles,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-09,Non-Holiday,0,Clear,10.85,11.89,28.2,191,0,698.09,33,British Airways,342,405,1047,342
CA303,JFK,ATL,2023-01-04,04:59:00,2022-10-04,Phone,2952,25,Economy,199.15,Regular,Debit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-04,Non-Holiday,0,Fog,7.34,7.21,24.63,71,0,775.67,92,Air Canada,3,7,299,3
EA505,JFK,MIA,2023-01-15,08:46:00,2022-12-11,Phone,428,60,First Class,249.44,Regular,Debit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-15,Non-Holiday,0,Rain,39.83,5.81,24.59,21,0,1044.9,35,Emirates,14,75,526,14
AA100,ORD,MIA,2023-05-16,03:14:00,2023-05-01,Phone,1241,57,First Class,706.93,Premium,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-16,Non-Holiday,0,Snow,39.41,18.11,3.17,86,0,730.58,15,American Airlines,135,216,194,135
DA404,ORD,ATL,2023-04-16,14:11:00,2023-01-09,Phone,999,64,Economy,902.86,Regular,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-16,Non-Holiday,0,Storm,27.49,13.41,29.92,106,0,214.84,97,Delta Airlines,105,104,851,105
EA505,JFK,ATL,2023-07-01,12:59:00,2023-04-05,Online,123,69,Business,1212.26,Discount,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,Christmas,2023-07-01,Public Holiday,1,Storm,37.13,9.59,34.13,2,0,239.79,87,Emirates,181,190,779,181
BA202,JFK,SFO,2023-10-02,19:17:00,2023-10-01,Travel Agency,4564,44,Business,517.15,Premium,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-02,Non-Holiday,0,Fog,27.94,19.17,13.29,55,0,1389.42,1,British Airways,274,369,1157,274
AA100,DEN,ATL,2023-04-23,02:29:00,2023-03-29,Phone,1877,60,First Class,254.04,Premium,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-23,Non-Holiday,0,Clear,4.6,11.27,46.7,40,0,827.19,25,American Airlines,112,183,149,112
CA303,ORD,ATL,2023-09-26,20:00:00,2023-09-20,Travel Agency,1844,37,Business,336.81,Discount,Miles,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-26,Non-Holiday,0,Rain,14.64,12.09,17.1,24,0,1331.06,6,Air Canada,268,358,1200,268
AA100,JFK,SEA,2023-01-15,18:00:00,2022-12-14,Travel Agency,2065,46,Business,1490.44,Discount,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-15,Non-Holiday,0,Snow,22.55,14.0,49.16,85,0,160.99,32,American Airlines,14,78,1080,14
DA404,DFW,LAS,2023-10-24,05:53:00,2023-10-20,Travel Agency,2301,21,Economy,288.54,Discount,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-24,Non-Holiday,0,Snow,36.82,0.81,15.23,182,0,190.9,4,Delta Airlines,296,388,353,296
AA100,DEN,ATL,2023-08-20,03:25:00,2023-05-25,Phone,632,59,Economy,373.15,Discount,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-20,Non-Holiday,0,Storm,1.35,3.14,19.98,4,0,737.69,87,American Airlines,231,240,205,231
AA100,DFW,MIA,2023-07-26,14:06:00,2023-05-05,Phone,34,61,Business,1044.05,Premium,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-26,Non-Holiday,0,Clear,6.51,18.86,11.69,8,0,577.12,82,American Airlines,206,220,846,206
AA100,DFW,ATL,2023-04-26,04:29:00,2023-04-05,Travel Agency,1240,63,Economy,598.97,Discount,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-26,Non-Holiday,0,Storm,13.05,13.11,33.43,225,0,1320.69,21,American Airlines,115,190,269,115
CA303,LAX,ATL,2023-07-23,08:34:00,2023-06-30,Travel Agency,2054,38,First Class,192.98,Discount,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-23,Non-Holiday,0,Snow,39.84,8.0,24.81,52,0,956.77,23,Air Canada,203,276,514,203
EA505,LAX,SEA,2023-11-29,15:39:00,2023-09-26,Travel Agency,1977,27,First Class,1053.94,Discount,Miles,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-29,Non-Holiday,0,Storm,26.86,9.87,32.97,125,0,162.66,64,Emirates,332,364,939,332
AA100,LAX,SFO,2023-07-14,07:55:00,2023-04-19,Online,2172,61,Business,1335.14,Discount,Credit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-14,Non-Holiday,0,Storm,9.5,10.75,43.78,6,0,709.04,86,American Airlines,194,204,475,194
CA303,JFK,ATL,2023-12-19,06:18:00,2023-12-05,Online,2073,39,Business,1450.15,Regular,Miles,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-19,Non-Holiday,0,Snow,-9.62,5.84,6.25,127,0,1165.63,14,Air Canada,352,434,378,352
DA404,JFK,LAS,2023-07-15,04:47:00,2023-05-05,Travel Agency,3083,50,First Class,581.22,Regular,Credit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-15,Non-Holiday,0,Snow,11.24,15.33,26.15,74,0,1237.02,71,Delta Airlines,195,220,287,195
DA404,ORD,LAS,2023-07-08,20:18:00,2023-05-27,Online,1164,67,Economy,241.3,Discount,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-08,Non-Holiday,0,Snow,14.62,8.31,30.34,155,0,1392.02,42,Delta Airlines,188,242,1218,188
AA100,ORD,LAS,2023-12-24,15:07:00,2023-11-02,Travel Agency,3925,29,Economy,171.05,Discount,Miles,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-24,Non-Holiday,0,Storm,24.37,5.22,12.05,89,0,274.62,52,American Airlines,357,401,907,357
AA100,ORD,LAS,2023-05-13,17:36:00,2023-02-19,Phone,780,41,Business,1160.96,Premium,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-13,Non-Holiday,0,Storm,24.03,0.17,47.24,34,0,424.83,83,American Airlines,132,145,1056,132
CA303,DEN,MIA,2023-05-26,20:57:00,2023-04-08,Online,4108,23,First Class,349.84,Regular,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-26,Non-Holiday,0,Rain,32.11,0.26,1.16,186,0,1081.94,48,Air Canada,145,193,1257,145
EA505,ORD,SFO,2023-03-14,11:51:00,2023-02-26,Phone,4055,29,Economy,1446.2,Regular,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-14,Non-Holiday,0,Rain,5.15,0.21,32.79,0,0,254.24,16,Emirates,72,152,711,72
AA100,DFW,LAS,2023-10-12,00:32:00,2023-07-10,Online,1829,55,Economy,425.95,Regular,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-12,Non-Holiday,0,Snow,7.97,16.98,25.2,80,0,1359.1,94,American Airlines,284,286,32,284
AA100,DFW,MIA,2023-04-22,15:17:00,2023-04-09,Online,1800,54,Business,541.99,Premium,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Rain,4.41,14.83,34.63,172,0,917.52,13,American Airlines,111,194,917,111
BA202,DFW,SEA,2023-11-24,14:09:00,2023-09-06,Online,963,39,Business,732.3,Discount,Miles,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-24,Non-Holiday,0,Fog,32.9,8.4,17.37,137,0,1357.57,79,British Airways,327,344,849,327
EA505,ORD,LAS,2023-08-02,22:33:00,2023-07-18,Travel Agency,2855,44,Economy,882.09,Regular,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-02,Non-Holiday,0,Clear,21.92,5.39,24.61,96,0,1189.77,15,Emirates,213,294,1353,213
EA505,DFW,MIA,2023-01-15,10:41:00,2022-10-30,Travel Agency,2024,69,Business,973.49,Discount,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-15,Non-Holiday,0,Snow,24.7,11.03,5.26,225,0,572.82,77,Emirates,14,33,641,14
BA202,LAX,MIA,2023-09-14,07:15:00,2023-07-30,Travel Agency,2540,31,First Class,637.67,Regular,Debit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-14,Non-Holiday,0,Fog,-5.91,8.13,28.82,104,0,650.86,46,British Airways,256,306,435,256
AA100,LAX,SEA,2023-03-13,09:07:00,2023-02-18,Online,898,41,First Class,760.71,Regular,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-13,Non-Holiday,0,Storm,14.85,16.72,47.85,118,0,525.22,23,American Airlines,71,144,547,71
DA404,LAX,SFO,2023-06-28,14:47:00,2023-04-13,Phone,2632,33,First Class,407.55,Regular,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-28,Non-Holiday,0,Storm,14.99,13.59,31.66,136,0,243.25,76,Delta Airlines,178,198,887,178
DA404,ORD,LAS,2023-03-13,16:41:00,2023-01-07,Travel Agency,847,23,Economy,1366.21,Regular,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-13,Non-Holiday,0,Storm,-7.51,19.45,35.67,40,0,1079.75,65,Delta Airlines,71,102,1001,71
EA505,ORD,ATL,2023-08-06,20:38:00,2023-06-18,Travel Agency,395,69,Business,671.4,Regular,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-06,Non-Holiday,0,Clear,-2.69,18.77,45.17,153,0,447.89,49,Emirates,217,264,1238,217
DA404,DEN,SFO,2023-05-09,16:09:00,2023-02-21,Online,267,34,First Class,754.94,Premium,Debit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-09,Non-Holiday,0,Snow,39.01,0.0,7.69,138,0,999.95,77,Delta Airlines,128,147,969,128
CA303,DEN,SEA,2023-04-17,21:34:00,2023-02-11,Phone,3882,54,First Class,1357.38,Discount,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-17,Non-Holiday,0,Snow,5.2,6.82,41.76,203,0,975.75,65,Air Canada,106,137,1294,106
BA202,LAX,ATL,2023-11-13,00:00:00,2023-10-16,Travel Agency,966,39,First Class,1174.51,Premium,Debit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-13,Non-Holiday,0,Storm,24.53,8.29,14.03,141,0,1009.38,28,British Airways,316,384,0,316
CA303,ORD,ATL,2023-06-05,20:19:00,2023-05-28,Phone,4040,59,Economy,1440.88,Discount,Debit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-05,Non-Holiday,0,Fog,21.0,11.42,12.63,33,1,890.21,8,Air Canada,155,243,1219,155
DA404,ORD,ATL,2023-01-14,06:47:00,2022-11-03,Travel Agency,1740,69,First Class,1283.14,Discount,Debit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-14,Non-Holiday,0,Storm,9.38,9.23,13.14,50,0,816.19,72,Delta Airlines,13,37,407,13
EA505,DFW,MIA,2023-11-24,14:26:00,2023-11-11,Online,3903,43,First Class,816.81,Discount,Credit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-24,Non-Holiday,0,Clear,3.92,14.98,25.91,151,0,1243.98,13,Emirates,327,410,866,327
CA303,ORD,MIA,2023-06-02,19:35:00,2023-04-15,Travel Agency,2755,62,Economy,590.47,Premium,Miles,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-02,Non-Holiday,0,Snow,19.25,1.87,30.31,118,0,111.16,48,Air Canada,152,200,1175,152
CA303,ORD,MIA,2023-05-26,14:34:00,2023-03-24,Online,2493,58,Business,255.83,Discount,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-26,Non-Holiday,0,Snow,18.59,6.28,22.4,43,0,1074.37,63,Air Canada,145,178,874,145
BA202,JFK,LAS,2023-05-08,02:49:00,2023-02-19,Travel Agency,2171,19,Business,466.67,Discount,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-08,Non-Holiday,0,Storm,15.52,0.43,21.14,143,0,1317.73,78,British Airways,127,145,169,127
CA303,LAX,SFO,2023-08-22,23:18:00,2023-05-22,Online,3551,67,First Class,477.98,Premium,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-22,Non-Holiday,0,Fog,5.32,4.65,27.33,111,0,447.92,92,Air Canada,233,237,1398,233
BA202,JFK,ATL,2023-10-31,08:26:00,2023-07-24,Phone,2405,50,First Class,357.44,Premium,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-31,Non-Holiday,0,Rain,18.86,10.57,30.29,154,0,528.69,99,British Airways,303,300,506,303
CA303,DEN,LAS,2023-08-28,03:42:00,2023-07-26,Phone,2773,37,First Class,1035.16,Regular,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-28,Non-Holiday,0,Rain,36.12,11.65,29.99,197,0,1072.92,33,Air Canada,239,302,222,239
DA404,ORD,ATL,2023-05-25,19:28:00,2023-05-22,Online,1175,66,Business,406.42,Premium,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-25,Non-Holiday,0,Fog,22.42,17.31,38.59,179,0,756.26,3,Delta Airlines,144,237,1168,144
AA100,ORD,SFO,2023-08-06,00:02:00,2023-07-11,Online,2356,60,Business,862.46,Discount,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-06,Non-Holiday,0,Storm,23.17,8.09,1.91,181,0,531.06,26,American Airlines,217,287,2,217
BA202,DFW,SEA,2023-05-03,14:44:00,2023-02-06,Travel Agency,3936,25,First Class,382.12,Discount,Debit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-03,Non-Holiday,0,Clear,-6.45,13.74,17.13,111,0,613.0,86,British Airways,122,132,884,122
DA404,DEN,MIA,2023-09-03,13:24:00,2023-06-11,Online,1020,30,Economy,690.22,Premium,Miles,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-03,Non-Holiday,0,Fog,28.95,16.18,21.76,67,0,583.06,84,Delta Airlines,245,257,804,245
DA404,DEN,SFO,2023-03-18,19:01:00,2022-12-11,Phone,1435,24,Business,1467.61,Premium,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-18,Non-Holiday,0,Clear,22.27,10.84,12.91,74,0,316.62,97,Delta Airlines,76,75,1141,76
EA505,JFK,SEA,2023-02-11,04:27:00,2022-11-15,Online,2620,31,Economy,284.58,Discount,Miles,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-11,Non-Holiday,0,Fog,-8.69,9.16,12.72,87,0,1112.03,88,Emirates,41,49,267,41
CA303,DEN,MIA,2023-05-26,20:57:00,2023-04-08,Online,4108,23,First Class,349.84,Regular,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-26,Non-Holiday,0,Rain,9.61,9.58,43.33,10,0,1074.37,48,Air Canada,145,193,1257,145
EA505,DFW,ATL,2023-01-31,11:28:00,2022-11-16,Travel Agency,518,47,Business,1145.02,Discount,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-31,Non-Holiday,0,Clear,13.86,18.37,33.08,163,0,434.89,76,Emirates,30,50,688,30
BA202,JFK,SFO,2023-03-02,23:45:00,2023-01-23,Phone,3198,18,First Class,1408.26,Regular,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-02,Non-Holiday,0,Storm,8.24,9.26,29.51,63,0,676.09,38,British Airways,60,118,1425,60
AA100,ORD,MIA,2023-05-16,03:14:00,2023-05-01,Phone,1241,57,First Class,706.93,Premium,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-16,Non-Holiday,0,Clear,21.23,14.51,37.19,136,1,1229.85,15,American Airlines,135,216,194,135
DA404,JFK,ATL,2023-08-01,23:05:00,2023-05-23,Online,3485,57,Business,1217.25,Discount,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,Labor Day,2023-08-01,Cultural Event,1,Snow,23.33,13.69,40.11,6,0,1033.56,70,Delta Airlines,212,238,1385,212
BA202,DEN,LAS,2023-01-10,04:20:00,2022-12-10,Online,618,40,Business,445.87,Premium,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-10,Non-Holiday,0,Snow,6.21,6.88,4.04,117,0,561.7,31,British Airways,9,74,260,9
CA303,JFK,SEA,2023-12-22,05:44:00,2023-10-19,Online,4378,40,Business,982.07,Discount,Credit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-22,Non-Holiday,0,Storm,12.11,4.08,23.85,137,0,1178.3,64,Air Canada,355,387,344,355
CA303,DFW,ATL,2023-12-10,03:15:00,2023-10-26,Online,1783,63,First Class,277.21,Discount,Miles,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-10,Non-Holiday,0,Storm,39.19,3.86,23.18,90,0,361.05,45,Air Canada,343,394,195,343
BA202,ORD,MIA,2023-03-10,17:17:00,2023-01-27,Phone,4056,55,First Class,950.07,Discount,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-10,Non-Holiday,0,Rain,23.37,11.88,4.1,80,0,381.15,42,British Airways,68,122,1037,68
BA202,LAX,SFO,2023-07-14,22:06:00,2023-04-28,Travel Agency,58,32,First Class,1347.72,Regular,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-14,Non-Holiday,0,Clear,25.47,12.98,28.74,34,0,991.19,77,British Airways,194,213,1326,194
EA505,DFW,SFO,2023-04-23,07:52:00,2023-02-19,Phone,2776,41,First Class,1350.58,Regular,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-23,Non-Holiday,0,Fog,-4.29,13.5,4.46,198,0,827.19,63,Emirates,112,145,472,112
CA303,JFK,LAS,2023-05-26,11:32:00,2023-03-04,Online,3001,26,Business,1142.17,Premium,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-26,Non-Holiday,0,Snow,12.63,9.83,29.1,138,0,318.51,83,Air Canada,145,158,692,145
AA100,DFW,LAS,2023-03-19,10:01:00,2023-02-06,Online,2732,18,Business,903.86,Premium,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-19,Non-Holiday,0,Rain,0.6,19.45,42.01,228,0,659.22,41,American Airlines,77,132,601,77
BA202,LAX,LAS,2023-04-22,12:39:00,2023-02-11,Online,2600,53,Business,290.64,Discount,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Fog,14.48,8.21,23.52,106,0,1363.73,70,British Airways,111,137,759,111
AA100,LAX,ATL,2023-05-23,04:43:00,2023-04-29,Travel Agency,407,59,Economy,1033.67,Premium,Debit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-23,Non-Holiday,0,Clear,5.76,14.46,43.57,135,0,514.19,24,American Airlines,142,214,283,142
CA303,JFK,SFO,2023-10-02,07:37:00,2023-09-02,Phone,1688,43,First Class,1297.54,Discount,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-02,Non-Holiday,0,Clear,33.72,4.86,2.26,14,0,748.69,30,Air Canada,274,340,457,274
DA404,LAX,MIA,2023-07-21,17:45:00,2023-06-09,Travel Agency,144,57,Business,1084.11,Premium,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-21,Non-Holiday,0,Clear,9.5,13.58,16.28,238,0,328.65,42,Delta Airlines,201,255,1065,201
